key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_VOICEMAN_07300_000010_ORIGINALSPHENE,哈！
1,TEXT_VOICEMAN_07300_000020_SOLUTIONRESIDENT73,噫……別、別過來……！
2,TEXT_VOICEMAN_07300_000030_GEODE,……站住！
3,TEXT_VOICEMAN_07300_000040_ORIGINALSPHENE,沒受傷吧？
4,TEXT_VOICEMAN_07300_000050_GEODE,發生什麼了！？
5,TEXT_VOICEMAN_07300_000060_SOLUTIONRESIDENT73,機、機械兵突然闖進屋子……<hex:02100103>我明明鎖好門了……！
6,TEXT_VOICEMAN_07300_000070_SOLUTIONRESIDENT73,好不容易逃到這裡，<hex:02100103>那個人……卻為了保護我……。
7,TEXT_VOICEMAN_07300_000080_KRILE,……他好像沒有武器。<hex:02100103>之前不是說已經解除武裝了嗎。
8,TEXT_VOICEMAN_07300_000090_KRILE,即便如此，還是接到了襲擊人的命令……<hex:02100103>所以他才強行用自己的<hex:024A14FF07E6A99FE4BD93FF0AE3818BE38289E381A003>來……。
9,TEXT_VOICEMAN_07300_000100_GEODE,我到附近看看……這邊就交給你了！
10,TEXT_VOICEMAN_07300_000110_ORIGINALSPHENE,這棟樓裡還有其他沒有佩戴調魂器的人嗎？
11,TEXT_VOICEMAN_07300_000120_SOLUTIONRESIDENT73,嗯……伊薩多拉那裡，我記得最近也……。
12,TEXT_VOICEMAN_07300_000130_KRILE,你們倆去伊薩多拉那裡！
13,TEXT_VOICEMAN_07300_000140_ORIGINALSPHENE,瓦亞克……！
14,TEXT_VOICEMAN_07300_000150_WAYAKKWE,我只是擦傷而已……<hex:02100103>比起我，伊薩多拉……！
15,TEXT_VOICEMAN_07300_000160_MILOS,媽媽……！<hex:02100103>你振作一點，媽媽……！
16,TEXT_VOICEMAN_07300_000170_ORIGINALSPHENE,唔……伊薩多拉！？
17,TEXT_VOICEMAN_07300_000180_ORIGINALSPHENE,太好了，沒有傷到要害……。
18,TEXT_VOICEMAN_07300_000190_WAYAKKWE,對不起……<hex:02100103>要是我能早點趕來……！
19,TEXT_VOICEMAN_07300_000200_ORIGINALSPHENE,別擔心……<hex:02100103>我一定會救你的。
20,TEXT_VOICEMAN_07300_000210_MILOS,嗯……謝謝你，戴兜帽的姐姐。
21,TEXT_VOICEMAN_07300_000220_MILOS,媽媽，會一直這樣睡著嗎……？
22,TEXT_VOICEMAN_07300_000230_ORIGINALSPHENE,她只是睡著了……再過一會兒，就一定會醒過來的。
23,TEXT_VOICEMAN_07300_000240_MILOS,那就好…………。
24,TEXT_VOICEMAN_07300_000250_MILOS,謝謝你……<hex:02100103>為我媽媽保住了性命……。
25,TEXT_VOICEMAN_07300_000260_GEODE,就只剩下這附近了嗎……<hex:02100103>拜託了，一定要還活著啊……！
26,TEXT_VOICEMAN_07300_000270_WAYAKKWE,地奧德……拜託了，請回答我……！
27,TEXT_VOICEMAN_07300_000280_GEODE,……是我，抱歉沒能及時回覆。
28,TEXT_VOICEMAN_07300_000290_WAYAKKWE,地奧德……！<hex:02100103>太好了，你平安無事……！
29,TEXT_VOICEMAN_07300_000300_WAYAKKWE,你現在在哪兒！？
30,TEXT_VOICEMAN_07300_000310_GEODE,在隔壁的居住艙……<hex:02100103>入口處的傢伙已經解決了。
31,TEXT_VOICEMAN_07300_000320_GEODE,等我巡查完二樓，再跟你匯……合……
32,TEXT_VOICEMAN_07300_000330_GEODE,是塵土……。
33,TEXT_VOICEMAN_07300_000340_WAYAKKWE,你怎麼了？<hex:02100103>塵土，是指……
34,TEXT_VOICEMAN_07300_000350_GEODE,……那幫傢伙的靈魂收容器，<hex:02100103>竟然能吸乾除了靈魂以外的身體的乙太。
35,TEXT_VOICEMAN_07300_000360_GEODE,那些塵土就是人的殘骸。<hex:02100103>恐怕是，靈魂收容器被改造過了……！
36,TEXT_VOICEMAN_07300_000370_GEODE,可惡！
37,TEXT_VOICEMAN_07300_000380_GEODE,嘁
38,TEXT_VOICEMAN_07300_000390_GEODE,去死吧！
39,TEXT_VOICEMAN_07300_000400_GEODE,喂，你！<hex:02100103>快跑，這裡已經……！！
40,TEXT_VOICEMAN_07300_000410_GEODE,咳……！
41,TEXT_VOICEMAN_07300_000420_GEODE,是<hex:024A11FF07E693ACE6858BFF07E381A0E381BE03>了嗎……！？
42,TEXT_VOICEMAN_07300_000430_GEODE,呵
43,TEXT_VOICEMAN_07300_000440_GEODE,抱歉了，之後就拜託你了。
44,TEXT_VOICEMAN_07300_000450_ORIGINALSPHENE,那邊的樓裡沒有。<hex:02100103>大概，在前面……！
45,TEXT_VOICEMAN_07300_000460_KRILE,地奧德，你在嗎……！？
46,TEXT_VOICEMAN_07300_000470_KRILE,哈！
47,TEXT_VOICEMAN_07300_000480_CALYX,(-？？？？-)真是遺憾呢……<hex:02100103>我本想再帶走一個的。
48,TEXT_VOICEMAN_07300_000490_CALYX,(-？？？？-)既然你們來了，那我也只好放棄了。
49,TEXT_VOICEMAN_07300_000500_ORIGINALSPHENE,卡琉克斯……！
50,TEXT_VOICEMAN_07300_000510_ORIGINALSPHENE,你……你到底在做什麼！？<hex:02100103>為了什麼，要做出這麼殘忍的事情！？
51,TEXT_VOICEMAN_07300_000520_CALYX,(-卡琉克斯的聲音-)創造5000個永久人所需的乙太。<hex:02100103>如果你是我，你會從哪裡調配呢？
52,TEXT_VOICEMAN_07300_000530_ORIGINALSPHENE,這是……什麼意思……？
53,TEXT_VOICEMAN_07300_000540_CALYX,"(-卡琉克斯的聲音-)""鑰匙""到手之前，還不能依靠鏡中世界。<hex:02100103>那就只能從手邊解決了。"
54,TEXT_VOICEMAN_07300_000550_CALYX,(-卡琉克斯的聲音-)目前，這個國家剩下的居民，<hex:02100103>只要回收7%的「乙太」，就能將5000人永久人化。<hex:02100103>如果是11%，那麼今後800年都能穩定地運行。
55,TEXT_VOICEMAN_07300_000560_CALYX,(-卡琉克斯的聲音-)反正遲早會腐朽的肉體……<hex:02100103>既然沒有選擇永恆的生命，那麼現在就回歸乙太也一樣。
56,TEXT_VOICEMAN_07300_000570_CALYX,(-卡琉克斯的聲音-)時間很寶貴，我沒打算進行無謂的戰鬥。<hex:02100103>駕駛這個機體，結果也是顯而易見的。
57,TEXT_VOICEMAN_07300_000580_CALYX,(-卡琉克斯的聲音-)順便問一句……如果我停止殺戮，你就會把「鑰匙」交給我嗎？
58,TEXT_VOICEMAN_07300_Q1_000_001_NONE_VOICE,你說什麼？
59,TEXT_VOICEMAN_07300_A1_000_001_NONE_VOICE,只會讓其他人成為犧牲品
60,TEXT_VOICEMAN_07300_A1_000_002_NONE_VOICE,打倒你，阻止這場殺戮
61,TEXT_VOICEMAN_07300_000590_CALYX,哈……
62,TEXT_VOICEMAN_07300_000600_CALYX,(-卡琉克斯的聲音-)也是，我自己都覺得這是個愚蠢的問題。
