key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_000,這一切若非偶然發生，<hex:02100103>那麼在開始葬禮、並聯結教會內外的那「某人」，<hex:02100103>就一定在巡禮路中。
1,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_001,您先盡可能地深入，<hex:02100103>若是遇到類似的人，請告知於我。
2,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_010,剛才說了些奇怪的話，不過呢，<hex:02100103>騷動的根源，無疑已被斬斷。
3,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_011,作為酬謝……雖說算不上什麼謝禮，<hex:02100103>但凡我所知曉的事，都可以告訴您。<hex:02100103>就當是作為一隻活得久遠的妖精吧。
4,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_012,嗯，看來您去了相當遙遠的地方。<hex:02100103>您也真是個不怎麼在乎界限的人呢……<hex:02100103>莫非有成為<hex:021A020203>「瘋開花」<hex:021A020103>的潛質？
5,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_013,您也真是個不知悔改的人啊！<hex:02100103>越是習慣，就越要小心啊，<hex:02100103>無論是對巡禮路的探索，還是對我們這些妖精……。
6,TEXT_CTSDDD4AENCDAENTALK_00945_Q1_000_020,想做什麼？
7,TEXT_CTSDDD4AENCDAENTALK_00945_A1_000_021,詢問成就
8,TEXT_CTSDDD4AENCDAENTALK_00945_A1_000_022,領取成就
9,TEXT_CTSDDD4AENCDAENTALK_00945_A1_000_023,聽因克·達恩的故事
10,TEXT_CTSDDD4AENCDAENTALK_00945_A1_000_024,取消
11,TEXT_CTSDDD4AENCDAENTALK_00945_Q2_000_030,想聽什麼？
12,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_031,關於妖精
13,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_032,關於因克·達恩
14,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_033,關於食罪靈
15,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_034,關於T10的「花人」
16,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_035,關於T20的「得到寬恕的模仿」
17,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_036,關於T30的「得到寬恕的叛逆」
18,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_037,關於T40的「得到寬恕的純真」
19,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_038,關於T50的「奧古布納巴裡」
20,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_039,關於T60的「元祖馬利克刺人仙」
21,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_040,關於T70的「得到寬恕的狂熱」
22,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_041,關於T80的「得到寬恕的褻瀆」
23,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_042,關於T90的「瑪拉科達」
24,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_043,關於T99的「至極悲痛」
25,TEXT_CTSDDD4AENCDAENTALK_00945_A2_000_044,取消
26,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_050,您在巡禮路的盡頭，找到了「光耀聖典」？<hex:02100103>真是懷念啊，以前幾乎每家每戶，<hex:02100103>都一定會有一本呢。
27,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_051,如今雖然已經毫無用處，但<hex:02100103>若是曾在特殊地點放置的，<hex:02100103>或許還帶有魔力……。
28,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_052,您不妨抱著被騙一次的想法，交給奧瑟·維德試試。<hex:02100103>它應該能將其中蘊含的力量恰到好處地汲取出來，<hex:02100103>打造成裝飾品吧。
29,TEXT_CTSDDD4AENCDAENTALK_00945_SYSTEM_000_053,將在最深處回收的「光耀聖典」，<hex:02100103>交給「奧瑟·維德」，<hex:02100103>即可兌換4種飾品。
30,TEXT_CTSDDD4AENCDAENTALK_00945_SYSTEM_000_054,將這些飾品全部擁有或裝備，<hex:02100103>再與「因克·達恩」對話，<hex:02100103>即可獲得成就和一個特殊道具。
31,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_055,我有東西想交給您……<hex:02100103>正如傳聞所說，您的背包塞滿了各種東西呢。
32,TEXT_CTSDDD4AENCDAENTALK_00945_SYSTEM_000_056,要想獲得成就和特殊道具，<hex:02100103>您的背包需要有1個以上的空位。
33,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_057,真是不得了……<hex:02100103>從戒指到耳飾，一套妖精的裝飾品竟如此齊全！
34,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_058,要是放在過去，在過去的地方，<hex:02100103>您怕是會被人謠傳為被妖精迷住，<hex:02100103>甚至有被排擠的可能呢……真是太精彩了。
35,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_059,妖精王也對您的熱心，感到十分滿意。
36,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_060,祂下令要重新給您探索的獎賞，<hex:02100103>並從城堡的寶物庫中，把與光耀教會有淵源的<hex:02100103>「初光吊燈」給搬了出來！
37,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_061,隨後大家一起施了魔法，<hex:02100103>讓它可以自由自在地飛翔。
38,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_062,乘坐吊燈飛翔什麼的，<hex:02100103>聽起來像是荒誕的夢話，或是妖精的惡作劇吧？<hex:02100103>雖然不知道何時會醒來，不過如果您願意，請上來乘坐吧。
39,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_070,妖精是什麼……這可是個出乎意料的難題啊。<hex:02100103>首先，何謂妖精，<hex:02100103>就會隨著時代和地方而改變呢。
40,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_071,我們水妖人偶和仙子族，一直以來都是妖精的代表。<hex:02100103>另一方面，恩·莫族和返祖的阿瑪羅，<hex:02100103>則被認為是在後來的時代，才被歸入妖精的范疇。
41,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_072,這個定義也確實很模糊，硬要說的話，<hex:02100103>「似人而非人，且帶著妖異氣息的生物」，才會被視為妖精……。
42,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_073,「似人」這一點嘛，就是看是否擁有語言能力。<hex:02100103>只會吼叫的話，那不過是單純的野獸。
43,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_074,困難的是「非人」那部分。<hex:02100103>畢竟要劃定那條界線，<hex:02100103>就必須先定義「人是什麼」！
44,TEXT_CTSDDD4AENCDAENTALK_00945_AENCDAEN_000_075,很遺憾，這對我來說太難了。<hex:02100103>您呢？<hex:02100103>您能斬釘截鐵地說自己是純粹的「人」嗎？
